booking_id,booking_date,departure_date,lead_time_days,airline,origin,destination,haul_type,cabin_class,trip_type,fare_basis,booking_channel,booking_source,pax_count,base_fare_inr,taxes_inr,total_fare_inr,ancillary_revenue_inr,payment_method,prior_bookings,booking_status,customer_complaint,satisfaction_score
CLR-01096,2025-07-26,2025-09-08,44,Singapore Airlines,BOM,CDG,Long-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,1,43467.91,3499.39,46967.3,0.0,Credit Card,18,Confirmed,,4
CLR-01097,2025-01-29,2025-03-16,46,Condor,MAA,SIN,Medium-Haul,Business,Round-Trip,,B2C_Website,GDS,1,40686.23,6620.03,47306.26,0.0,UPI,11,Ticketed,,5
CLR-01098,2025-12-11,2026-01-02,22,British Airways,DEL,JFK,Long-Haul,Economy,One-Way,MOWRT,B2B_Agent,GDS,4,33069.38,6931.14,160002.08,13706.92,Credit Card,5,Cancelled,,4
CLR-01099,2025-08-03,2025-11-10,99,British Airways,DEL,AUH,Medium-Haul,Business,Multi-City,HOWRT,B2B_Agent,GDS,3,65942.88,11680.28,232869.48,11028.96,Credit Card,0,Confirmed,,3
CLR-01100,2025-10-11,2025-11-29,49,American Airlines,DEL,AUH,Medium-Haul,Business,One-Way,EOWRT,API_Partner,GDS,2,40800.36,4438.05,90476.82,0.0,Credit Card,7,Ticketed,,3
CLR-01101,2025-07-17,2025-08-11,25,Etihad Airways,BOM,LHR,Long-Haul,Premium Economy,Multi-City,HOWRT,Mobile_App,NDC,1,70337.38,12958.87,83296.25,739.04,Agent Credit,0,Confirmed,Duplicate charge on credit card for same booking,1
CLR-01102,2025-07-25,2025-08-06,12,Condor,COK,DOH,Medium-Haul,Economy,One-Way,VOWRT,API_Partner,GDS,1,13452.37,1149.62,14601.99,0.0,Credit Card,0,Ticketed,,3
CLR-01103,2025-12-06,2026-03-15,99,American Airlines,DEL,AUH,Medium-Haul,Economy,One-Way,HOWRT,API_Partner,GDS,3,24795.21,3037.43,83497.92,18629.74,Credit Card,2,Ticketed,,5
CLR-01104,2025-02-22,2025-02-25,3,KLM,DEL,YYZ,Long-Haul,Business,Round-Trip,YOWRT,API_Partner,GDS,2,69306.53,12858.15,164329.36,11364.48,Credit Card,0,Confirmed,,4
CLR-01105,2025-09-13,2025-10-29,46,Etihad Airways,CCU,BKK,Medium-Haul,Premium Economy,Round-Trip,YOWRT,B2B_Agent,GDS,5,30589.79,5151.31,178705.5,18776.37,Agent Credit,0,Cancelled,,3
CLR-01106,2025-06-30,2025-09-02,64,Etihad Airways,BLR,FRA,Long-Haul,Economy,One-Way,QOWRT,B2C_Website,GDS,1,51741.3,6075.79,57817.09,1673.53,UPI,0,Cancelled,,3
CLR-01107,2025-01-23,2025-03-07,43,Air France,HYD,LHR,Long-Haul,Premium Economy,Round-Trip,MOWRT,B2B_Agent,GDS,1,34636.55,5449.66,40086.21,0.0,Agent Credit,0,Ticketed,,4
CLR-01108,2025-06-24,2025-06-30,6,Air France,BLR,SFO,Long-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,2,32266.13,5688.31,75908.88,535.28,Agent Credit,0,Ticketed,,4
CLR-01109,2025-07-15,2025-08-29,45,Singapore Airlines,DEL,YYZ,Long-Haul,Premium Economy,Round-Trip,EOWRT,B2B_Agent,NDC,1,91261.5,9064.76,100326.26,0.0,Agent Credit,0,Ticketed,"Connection time too short, missed connecting flight",2
CLR-01110,2025-10-23,2026-01-10,79,Condor,DEL,LHR,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,NDC,1,44896.49,7112.36,52008.85,808.04,Bank Transfer,15,Ticketed,,
CLR-01111,2025-02-17,2025-05-23,95,Emirates,DEL,YYZ,Long-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,1,36054.07,6961.9,43015.97,1364.53,UPI,0,Ticketed,,5
CLR-01112,2025-12-06,2026-03-01,85,Etihad Airways,DEL,SIN,Medium-Haul,Business,Round-Trip,VOWRT,B2B_Agent,GDS,4,59353.07,6030.08,261532.6,4258.01,Debit Card,0,Ticketed,,
CLR-01113,2025-11-09,2025-12-31,52,American Airlines,BOM,LHR,Long-Haul,Business,Round-Trip,QOWRT,B2B_Agent,GDS,2,105415.23,9604.27,230039.0,3408.54,Credit Card,17,Ticketed,,5
CLR-01114,2025-08-23,2025-09-28,36,KLM,MAA,SIN,Medium-Haul,Premium Economy,Round-Trip,EOWRT,B2B_Agent,GDS,6,27513.4,3446.12,185757.12,0.0,Bank Transfer,0,Ticketed,,4
CLR-01115,2025-11-25,2026-01-20,56,KLM,MAA,KUL,Medium-Haul,Premium Economy,One-Way,YOWRT,B2C_Website,GDS,3,31711.17,3453.86,105495.09,19772.65,Credit Card,0,Refunded,,2
CLR-01116,2025-05-24,2025-06-12,19,British Airways,BLR,FRA,Long-Haul,Economy,Round-Trip,EOWRT,B2C_Website,GDS,2,35536.94,4883.82,80841.52,0.0,,0,Confirmed,,4
CLR-01117,2025-06-03,2025-08-13,71,KLM,DEL,LHR,Long-Haul,Business,Round-Trip,MOWRT,B2B_Agent,NDC,1,113992.09,21038.6,135030.69,0.0,Credit Card,14,Ticketed,,
CLR-01118,2025-07-26,2025-10-16,82,Emirates,BLR,FRA,Long-Haul,Economy,Round-Trip,LOWRT,B2C_Website,GDS,2,40939.5,3636.05,89151.1,0.0,Agent Credit,0,Ticketed,,5
CLR-01119,2025-07-02,2025-08-13,42,British Airways,COK,DOH,Medium-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,GDS,1,9518.79,973.01,10491.8,0.0,Credit Card,18,Ticketed,,5
CLR-01120,2025-06-25,2025-07-06,11,Singapore Airlines,BLR,SFO,Long-Haul,Business,Round-Trip,EOWRT,B2C_Website,NDC,1,136551.59,24076.63,160628.22,595.98,Credit Card,0,Ticketed,,4
CLR-01121,2025-11-26,2026-01-09,44,Emirates,BLR,SFO,Long-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,2,35604.69,4651.05,80511.48,2450.57,Credit Card,0,Ticketed,,5
CLR-01122,2025-10-16,2025-11-08,23,Air France,BLR,FRA,Long-Haul,Business,Multi-City,BOWRT,B2B_Agent,GDS,2,100668.17,9639.73,220615.8,859.94,Debit Card,0,Cancelled,Refund not processed after 30 days,
CLR-01123,2025-11-11,2025-12-15,34,KLM,DEL,JFK,Long-Haul,Business,Round-Trip,HOWRT,B2C_Website,GDS,1,122900.26,18443.32,141343.58,1886.41,Credit Card,12,Ticketed,,4
CLR-01124,2025-05-02,2025-08-21,111,British Airways,BLR,FRA,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,GDS,2,35775.82,5856.24,83264.12,6034.88,Debit Card,0,Confirmed,,4
CLR-01125,2025-03-27,2025-04-27,31,Air Canada,COK,DOH,Medium-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,GDS,3,18771.17,1754.02,61575.57,12279.13,Debit Card,0,Confirmed,,4
CLR-01126,2025-04-21,2025-06-24,64,American Airlines,MAA,KUL,Medium-Haul,Premium Economy,One-Way,MOWRT,B2C_Website,NDC,2,17483.65,1589.2,38145.7,3347.32,,0,Ticketed,Infant ticket pricing seems incorrect,2
CLR-01127,2025-12-25,2026-03-12,77,British Airways,HYD,AMS,Long-Haul,Economy,Round-Trip,HOWRT,B2C_Website,GDS,1,39228.45,7425.28,46653.73,6353.25,Agent Credit,0,Confirmed,,5
CLR-01128,2025-12-27,2026-03-05,68,Lufthansa,BOM,CDG,Long-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,NDC,1,53767.25,6036.33,59803.58,1980.41,UPI,16,Confirmed,,
CLR-01129,2025-07-27,2025-11-13,109,American Airlines,DEL,JFK,Long-Haul,Economy,Round-Trip,VOWRT,API_Partner,GDS,3,53155.96,6247.11,178209.21,0.0,UPI,12,Ticketed,,5
CLR-01130,2025-03-20,2025-05-09,50,British Airways,DEL,LHR,Long-Haul,Economy,Multi-City,QOWRT,API_Partner,NDC,2,47885.7,10172.68,116116.76,0.0,Debit Card,0,Ticketed,,5
CLR-01131,2025-05-16,2025-08-05,81,American Airlines,HYD,AMS,Long-Haul,Business,One-Way,EOWRT,API_Partner,NDC,2,171935.86,33252.68,410377.08,1788.63,UPI,0,Ticketed,,
CLR-01132,2025-05-27,2025-09-23,119,KLM,MAA,SIN,Medium-Haul,Economy,Round-Trip,HOWRT,API_Partner,GDS,3,9450.58,1261.52,32136.3,7219.59,Agent Credit,19,Confirmed,,4
CLR-01133,2025-09-20,2025-10-29,39,British Airways,DEL,CDG,Long-Haul,Business,One-Way,,B2B_Agent,GDS,1,83304.86,17698.67,101003.53,1161.88,,7,Confirmed,,3
CLR-01134,2025-09-04,2025-12-26,113,Air Canada,CCU,BKK,Medium-Haul,Economy,One-Way,QOWRT,B2C_Website,GDS,2,15403.34,3326.9,37460.48,1275.48,Debit Card,14,Ticketed,,5
CLR-01135,2025-05-25,2025-08-03,70,British Airways,HYD,LHR,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,NDC,3,19272.38,3932.47,69614.55,0.0,Credit Card,0,Ticketed,,3
CLR-01136,2025-04-29,2025-07-16,78,Lufthansa,DEL,LHR,Long-Haul,Business,One-Way,QOWRT,B2B_Agent,GDS,2,146053.14,16376.29,324858.86,0.0,Bank Transfer,0,Refunded,,2
CLR-01137,2025-04-07,2025-05-28,51,Etihad Airways,DEL,SIN,Medium-Haul,Economy,Round-Trip,HOWRT,B2C_Website,NDC,1,23678.65,2116.35,25795.0,568.81,Debit Card,6,Refunded,,4
CLR-01138,2025-01-13,2025-03-25,71,Emirates,HYD,LHR,Long-Haul,Economy,Multi-City,BOWRT,B2B_Agent,NDC,4,25042.11,5487.02,122116.52,14615.81,Debit Card,0,Ticketed,,4
CLR-01139,2025-06-09,2025-07-23,44,Lufthansa,BOM,LHR,Long-Haul,Economy,One-Way,VOWRT,API_Partner,GDS,4,28979.26,5999.53,139915.16,0.0,Debit Card,0,Cancelled,,
CLR-01140,2025-06-23,2025-10-05,104,Emirates,BOM,CDG,Long-Haul,Economy,Round-Trip,YOWRT,Mobile_App,NDC,1,30517.95,4579.05,35097.0,0.0,Credit Card,13,Refunded,,2
CLR-01141,2025-11-20,2026-01-31,72,American Airlines,BLR,SFO,Long-Haul,Economy,One-Way,MOWRT,B2C_Website,GDS,2,34710.69,6983.57,83388.52,6788.54,Credit Card,0,Cancelled,,4
CLR-01142,2025-12-09,2026-03-27,108,KLM,DEL,JFK,Long-Haul,Premium Economy,One-Way,MOWRT,B2C_Website,NDC,1,82063.42,14866.5,96929.92,2916.66,UPI,9,Ticketed,,5
CLR-01143,2025-12-25,2026-04-16,112,Condor,BOM,FRA,Long-Haul,Business,Round-Trip,LOWRT,B2C_Website,GDS,4,82831.71,7223.34,360220.2,7905.77,UPI,19,Cancelled,,3
CLR-01144,2025-05-29,2025-08-24,87,Lufthansa,BLR,CDG,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,GDS,1,28672.02,3649.93,32321.95,0.0,Bank Transfer,0,Ticketed,,4
CLR-01145,2025-11-02,2025-11-26,24,KLM,DEL,YYZ,Long-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,GDS,1,50629.88,10361.5,60991.38,3836.5,Debit Card,15,Ticketed,,3
CLR-01146,2025-08-16,2025-08-25,9,Air France,MAA,SIN,Medium-Haul,Business,One-Way,MOWRT,API_Partner,GDS,2,38257.28,6599.24,89713.04,0.0,Agent Credit,0,Confirmed,,4
CLR-01147,2025-04-28,2025-05-31,33,Lufthansa,BOM,LHR,Long-Haul,Economy,One-Way,MOWRT,B2C_Website,GDS,3,38768.35,8389.61,141473.88,1770.08,Credit Card,5,Confirmed,,
CLR-01148,2025-05-05,2025-07-06,62,Air France,BOM,DXB,Medium-Haul,Business,Round-Trip,HOWRT,API_Partner,NDC,3,45092.47,6630.52,155168.97,3354.34,Credit Card,0,Ticketed,,4
CLR-01149,2025-01-04,2025-02-15,42,Emirates,DEL,JFK,Long-Haul,Economy,Round-Trip,QOWRT,Mobile_App,GDS,3,38436.69,8299.63,140208.96,7879.86,,3,Ticketed,Name spelling error on ticket needs correction,1
CLR-01150,2025-11-15,2026-02-15,92,British Airways,DEL,AUH,Medium-Haul,Economy,Round-Trip,EOWRT,B2C_Website,NDC,2,17179.07,2509.46,39377.06,12767.36,Credit Card,10,Ticketed,,4
CLR-01151,2025-02-27,2025-04-29,61,Lufthansa,BLR,SFO,Long-Haul,Economy,One-Way,YOWRT,B2B_Agent,NDC,1,35215.68,2912.83,38128.51,0.0,Credit Card,1,Confirmed,,3
CLR-01152,2025-07-07,2025-08-11,35,Lufthansa,MAA,SIN,Medium-Haul,Economy,Multi-City,LOWRT,B2C_Website,NDC,1,14898.44,1466.38,16364.82,2868.38,UPI,2,Ticketed,,4
CLR-01153,2025-10-01,2026-01-26,117,Air Canada,DEL,AUH,Medium-Haul,Premium Economy,One-Way,HOWRT,Mobile_App,GDS,2,29935.27,4462.68,68795.9,1188.79,Credit Card,20,Ticketed,,
CLR-01154,2025-05-18,2025-08-21,95,American Airlines,DEL,SIN,Medium-Haul,Economy,One-Way,VOWRT,B2B_Agent,GDS,1,17613.44,2633.02,20246.46,4092.58,Credit Card,12,Cancelled,Refund not processed after 30 days,3
CLR-01155,2025-10-17,2025-12-14,58,Air Canada,DEL,LHR,Long-Haul,Economy,Round-Trip,VOWRT,API_Partner,GDS,2,30453.3,6549.08,74004.76,4243.46,,20,Refunded,,4
CLR-01156,2025-06-21,2025-10-06,107,Air Canada,BOM,FRA,Long-Haul,Premium Economy,Round-Trip,QOWRT,B2B_Agent,GDS,1,87335.18,14112.96,101448.14,0.0,Credit Card,0,Refunded,"Seat allocation issue, paid for window got middle",1
CLR-01157,2025-08-19,2025-09-19,31,Emirates,DEL,YYZ,Long-Haul,Economy,One-Way,HOWRT,API_Partner,NDC,1,49761.31,8318.55,58079.86,3566.12,Credit Card,0,Ticketed,,4
CLR-01158,2025-11-28,2025-12-04,6,Singapore Airlines,HYD,AMS,Long-Haul,Business,Round-Trip,YOWRT,B2B_Agent,GDS,2,145468.6,14190.54,319318.28,7568.28,Debit Card,12,Cancelled,Fare difference charged incorrectly during rebooking,1
CLR-01159,2025-03-27,2025-05-18,52,Etihad Airways,CCU,BKK,Medium-Haul,Economy,One-Way,BOWRT,B2B_Agent,NDC,2,8901.87,1659.9,21123.54,2845.91,Bank Transfer,4,Cancelled,,4
CLR-01160,2025-06-09,2025-10-04,117,Air Canada,MAA,SIN,Medium-Haul,Economy,Multi-City,YOWRT,API_Partner,GDS,1,18780.29,2874.11,21654.4,0.0,UPI,0,Cancelled,,5
CLR-01161,2025-05-05,2025-08-20,107,Singapore Airlines,DEL,AUH,Medium-Haul,Economy,Round-Trip,VOWRT,B2C_Website,GDS,3,24709.95,2838.86,82646.43,0.0,Credit Card,2,Ticketed,,4
CLR-01162,2025-10-22,2025-10-27,5,Lufthansa,BOM,DXB,Medium-Haul,Economy,Round-Trip,EOWRT,B2C_Website,NDC,1,15677.37,2327.22,18004.59,1227.15,Bank Transfer,0,Refunded,Meal preference not available onboard,1
CLR-01163,2025-08-10,2025-10-06,57,Air Canada,BLR,CDG,Long-Haul,Business,Multi-City,MOWRT,B2B_Agent,NDC,2,138501.4,16454.62,309912.04,1239.34,Bank Transfer,0,Ticketed,,4
CLR-01164,2025-09-19,2025-10-02,13,Condor,DEL,JFK,Long-Haul,Economy,One-Way,BOWRT,B2C_Website,NDC,4,19487.71,4248.45,94944.64,8102.26,Agent Credit,0,Refunded,,2
CLR-01165,2025-01-29,2025-03-01,31,American Airlines,DEL,JFK,Long-Haul,Economy,One-Way,HOWRT,Mobile_App,GDS,3,21184.33,1778.79,68889.36,0.0,Debit Card,0,Ticketed,,4
CLR-01166,2025-12-18,2026-03-15,87,American Airlines,MAA,KUL,Medium-Haul,Economy,One-Way,VOWRT,B2B_Agent,GDS,3,10237.13,1152.29,34168.26,0.0,UPI,8,Cancelled,Visa rejected but non-refundable ticket purchased,
CLR-01167,2025-02-05,2025-04-25,79,KLM,MAA,DXB,Medium-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,4,15348.13,1723.38,68286.04,22636.07,Credit Card,0,Cancelled,,4
CLR-01168,2025-10-02,2025-12-26,85,Lufthansa,BLR,CDG,Long-Haul,Economy,One-Way,VOWRT,B2B_Agent,GDS,2,29293.52,3529.36,65645.76,0.0,Bank Transfer,0,Ticketed,,4
CLR-01169,2025-08-05,2025-08-09,4,Air France,HYD,LHR,Long-Haul,Premium Economy,One-Way,MOWRT,B2C_Website,NDC,1,81007.66,16115.75,97123.41,549.95,Debit Card,0,Confirmed,,2
CLR-01170,2025-05-05,2025-07-16,72,KLM,HYD,LHR,Long-Haul,Economy,Round-Trip,HOWRT,B2C_Website,GDS,1,52479.11,11038.19,63517.3,0.0,,16,Ticketed,,4
CLR-01171,2025-03-21,2025-06-21,92,Etihad Airways,MAA,DXB,Medium-Haul,Business,One-Way,LOWRT,API_Partner,GDS,2,54622.0,9204.81,127653.62,4975.45,Debit Card,18,Cancelled,,5
CLR-01172,2025-09-24,2025-12-31,98,Singapore Airlines,BOM,CDG,Long-Haul,Premium Economy,Round-Trip,BOWRT,B2C_Website,NDC,5,59392.69,12165.87,357792.8,4437.64,Credit Card,0,Cancelled,,5
CLR-01173,2025-02-21,2025-03-04,11,Air Canada,DEL,YYZ,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,GDS,3,54884.53,6303.61,183564.42,0.0,Agent Credit,0,Ticketed,Baggage not received at destination,1
CLR-01174,2025-04-20,2025-05-21,31,Emirates,MAA,DXB,Medium-Haul,Economy,One-Way,QOWRT,B2B_Agent,GDS,2,9840.51,1865.63,23412.28,3038.66,Credit Card,12,Ticketed,,5
CLR-01175,2025-12-03,2025-12-11,8,Air Canada,DEL,AUH,Medium-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,GDS,2,17656.48,2638.52,40590.0,5158.31,Debit Card,0,Cancelled,,2
CLR-01176,2025-12-10,2025-12-18,8,Air France,DEL,LHR,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,NDC,2,54473.25,8107.83,125162.16,1212.71,Agent Credit,20,Ticketed,,5
CLR-01177,2025-11-07,2026-02-18,103,Etihad Airways,CCU,BKK,Medium-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,GDS,1,10165.71,866.42,11032.13,698.32,Credit Card,3,Ticketed,,
CLR-01178,2025-05-15,2025-05-29,14,Etihad Airways,HYD,LHR,Long-Haul,Business,Round-Trip,MOWRT,B2C_Website,GDS,2,67286.89,10491.18,155556.14,0.0,Credit Card,0,Cancelled,,3
CLR-01179,2025-08-02,2025-08-13,11,Etihad Airways,DEL,AUH,Medium-Haul,Economy,Round-Trip,LOWRT,B2C_Website,GDS,4,13146.68,1337.56,57936.96,0.0,Agent Credit,15,Ticketed,,4
CLR-01180,2025-04-26,2025-05-06,10,British Airways,DEL,CDG,Long-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,3,47070.69,7747.82,164455.53,1754.3,Debit Card,17,No-Show,,5
CLR-01181,2025-10-25,2026-02-05,103,Etihad Airways,BOM,CDG,Long-Haul,Premium Economy,Round-Trip,LOWRT,API_Partner,GDS,2,80573.24,11061.82,183270.12,11690.81,Credit Card,3,Cancelled,,3
CLR-01182,2025-10-15,2026-01-05,82,Air Canada,DEL,CDG,Long-Haul,Economy,Round-Trip,HOWRT,Mobile_App,GDS,1,41393.17,5889.87,47283.04,0.0,Debit Card,0,Ticketed,,3
CLR-01183,2025-09-15,2025-11-13,59,Condor,HYD,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,NDC,3,27764.06,4062.78,95480.52,0.0,Bank Transfer,15,Confirmed,,2
CLR-01184,2025-09-26,2025-11-23,58,Singapore Airlines,DEL,LHR,Long-Haul,Business,One-Way,LOWRT,B2B_Agent,NDC,3,73245.07,14225.28,262411.05,10976.04,Credit Card,0,No-Show,,5
CLR-01185,2025-01-24,2025-03-10,45,Lufthansa,MAA,DXB,Medium-Haul,Economy,One-Way,MOWRT,B2C_Website,NDC,2,18948.12,2299.26,42494.76,0.0,Credit Card,0,Refunded,"Connection time too short, missed connecting flight",2
CLR-01186,2025-07-13,2025-10-21,100,British Airways,BLR,SFO,Long-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,4,32757.75,3109.15,143467.6,0.0,Debit Card,16,Ticketed,,5
CLR-01187,2025-04-14,2025-07-28,105,Emirates,BOM,DXB,Medium-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,2,22146.51,4849.6,53992.22,2232.17,Credit Card,0,Cancelled,Visa rejected but non-refundable ticket purchased,2
CLR-01188,2025-12-05,2026-02-10,67,Singapore Airlines,MAA,KUL,Medium-Haul,Premium Economy,Round-Trip,VOWRT,Mobile_App,GDS,1,29089.37,5095.26,34184.63,613.45,Debit Card,0,Ticketed,,5
CLR-01189,2025-04-20,2025-07-22,93,KLM,CCU,BKK,Medium-Haul,First,Round-Trip,QOWRT,B2C_Website,GDS,1,70078.5,11178.19,81256.69,1263.35,Bank Transfer,0,Cancelled,,3
CLR-01190,2025-09-27,2025-11-15,49,Condor,DEL,AUH,Medium-Haul,Business,Round-Trip,VOWRT,B2B_Agent,GDS,2,43516.08,3957.95,94948.06,773.48,Credit Card,0,Ticketed,,
CLR-01191,2025-04-28,2025-08-12,106,Emirates,DEL,AUH,Medium-Haul,Premium Economy,Round-Trip,MOWRT,B2B_Agent,GDS,1,35743.07,5799.05,41542.12,717.23,Debit Card,0,Confirmed,,4
CLR-01192,2025-11-27,2026-01-08,42,Emirates,BLR,CDG,Long-Haul,Economy,One-Way,QOWRT,API_Partner,GDS,2,43615.82,9486.72,106205.08,14855.65,Debit Card,0,Ticketed,,5
CLR-01193,2025-01-28,2025-01-29,1,KLM,BOM,DXB,Medium-Haul,Business,Round-Trip,HOWRT,API_Partner,NDC,1,53235.88,7353.95,60589.83,,Credit Card,8,Ticketed,,3
CLR-01194,2025-03-13,2025-06-05,84,British Airways,COK,DOH,Medium-Haul,Business,Round-Trip,MOWRT,B2C_Website,GDS,1,56445.24,6069.55,62514.79,286.79,Credit Card,0,Ticketed,,4
CLR-01195,2025-07-05,2025-08-15,41,KLM,DEL,YYZ,Long-Haul,Premium Economy,Multi-City,EOWRT,B2B_Agent,NDC,2,33093.13,3635.78,73457.82,0.0,Agent Credit,0,Ticketed,,5
CLR-01196,2025-03-01,2025-05-29,89,Singapore Airlines,DEL,YYZ,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,NDC,2,49300.86,6943.35,112488.42,0.0,Credit Card,0,Ticketed,,5
CLR-01197,2025-11-22,2026-03-06,104,Emirates,CCU,BKK,Medium-Haul,Business,One-Way,HOWRT,B2B_Agent,GDS,2,78316.75,8079.02,172791.54,0.0,Agent Credit,14,Ticketed,,5
CLR-01198,2025-02-27,2025-06-19,112,KLM,DEL,CDG,Long-Haul,Economy,Round-Trip,YOWRT,Mobile_App,NDC,1,29585.75,4436.55,34022.3,0.0,Credit Card,16,Ticketed,Infant ticket pricing seems incorrect,2
CLR-01199,2025-07-02,2025-09-14,74,Etihad Airways,DEL,CDG,Long-Haul,Economy,Multi-City,VOWRT,API_Partner,GDS,2,33025.87,6740.1,79531.94,4476.35,Credit Card,20,Cancelled,,4
CLR-01200,2025-09-08,2025-11-07,60,Emirates,DEL,JFK,Long-Haul,First,Round-Trip,HOWRT,API_Partner,NDC,5,276961.01,24772.15,1508665.8,,Debit Card,0,Ticketed,,4
CLR-01201,2025-07-01,2025-08-21,51,Lufthansa,BOM,FRA,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,GDS,4,25378.99,4860.27,120957.04,10859.22,Debit Card,0,Ticketed,,
CLR-01202,2025-04-25,2025-08-20,117,KLM,HYD,AMS,Long-Haul,Economy,Round-Trip,QOWRT,B2C_Website,GDS,1,26184.34,3659.16,29843.5,1893.75,Credit Card,0,Ticketed,EMD for ancillary service not reflecting,3
CLR-01203,2025-02-05,2025-04-02,56,Emirates,HYD,AMS,Long-Haul,Premium Economy,Round-Trip,EOWRT,B2C_Website,GDS,1,73735.18,13441.39,87176.57,1248.03,Bank Transfer,10,Refunded,,2
CLR-01204,2025-03-07,2025-05-01,55,Condor,HYD,AMS,Long-Haul,Premium Economy,Multi-City,BOWRT,B2B_Agent,GDS,1,53373.12,5417.14,58790.26,3654.57,UPI,0,Confirmed,,3
CLR-01205,2025-08-11,2025-11-18,99,Etihad Airways,BLR,SFO,Long-Haul,Business,One-Way,,B2C_Website,GDS,2,90543.76,12593.17,206273.86,5561.08,Agent Credit,0,Confirmed,,2
CLR-01206,2025-02-20,2025-04-17,56,Air Canada,CCU,BKK,Medium-Haul,Economy,Round-Trip,,B2B_Agent,GDS,3,17389.42,1634.25,57071.01,0.0,Credit Card,4,Ticketed,,5
CLR-01207,2025-11-09,2026-02-21,104,Singapore Airlines,DEL,YYZ,Long-Haul,Economy,Round-Trip,HOWRT,API_Partner,NDC,1,48883.5,8758.4,57641.9,989.7,Credit Card,18,Refunded,,
CLR-01208,2025-06-05,2025-07-06,31,Air Canada,BLR,CDG,Long-Haul,Premium Economy,Round-Trip,EOWRT,Mobile_App,GDS,6,94854.4,17496.96,674108.16,3287.44,Credit Card,17,Cancelled,,3
CLR-01209,2025-12-27,2026-03-07,70,British Airways,DEL,SIN,Medium-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,NDC,2,24479.29,2026.45,53011.48,3907.02,Debit Card,0,No-Show,,4
CLR-01210,2025-06-08,2025-09-22,106,Etihad Airways,BLR,FRA,Long-Haul,Premium Economy,Round-Trip,LOWRT,API_Partner,GDS,5,76161.75,9979.1,430704.25,0.0,UPI,0,Ticketed,,5
CLR-01211,2025-10-31,2026-02-11,103,Condor,DEL,SIN,Medium-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,NDC,1,13527.35,2726.0,16253.35,0.0,Debit Card,0,Ticketed,,5
CLR-01212,2025-12-04,2026-04-02,119,Etihad Airways,HYD,AMS,Long-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,GDS,3,17890.31,2718.66,61826.91,2875.52,,0,Refunded,,
CLR-01213,2025-09-11,2025-10-17,36,KLM,CCU,BKK,Medium-Haul,Premium Economy,Round-Trip,QOWRT,API_Partner,GDS,3,32065.87,6427.35,115479.66,0.0,Bank Transfer,17,Ticketed,,
CLR-01214,2025-12-13,2026-01-28,46,British Airways,BLR,FRA,Long-Haul,Economy,Multi-City,VOWRT,B2C_Website,GDS,2,38024.07,7124.89,90297.92,1469.15,Debit Card,0,Ticketed,,5
CLR-01215,2025-11-10,2026-02-27,109,Air Canada,MAA,KUL,Medium-Haul,Economy,Round-Trip,LOWRT,B2C_Website,GDS,3,9875.43,2121.45,35990.64,9481.42,Agent Credit,8,Cancelled,,5
CLR-01216,2025-10-18,2025-11-01,14,Air France,CCU,BKK,Medium-Haul,Business,Round-Trip,BOWRT,API_Partner,NDC,4,82793.64,12601.31,381579.8,0.0,Bank Transfer,0,Ticketed,,4
CLR-01217,2025-10-10,2025-10-20,10,Emirates,CCU,BKK,Medium-Haul,Economy,Round-Trip,BOWRT,Mobile_App,NDC,1,8965.42,1273.09,10238.51,0.0,,1,Ticketed,,
CLR-01218,2025-04-22,2025-06-11,50,Etihad Airways,BLR,SFO,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,GDS,1,32889.13,5337.96,38227.09,944.84,Bank Transfer,13,Confirmed,,
CLR-01219,2025-12-22,2026-03-18,86,KLM,DEL,AUH,Medium-Haul,Economy,Round-Trip,EOWRT,B2C_Website,NDC,1,12176.34,1795.89,13972.23,0.0,,0,Confirmed,,4
