booking_id,booking_date,departure_date,lead_time_days,airline,origin,destination,haul_type,cabin_class,trip_type,fare_basis,booking_channel,booking_source,pax_count,base_fare_inr,taxes_inr,total_fare_inr,ancillary_revenue_inr,payment_method,prior_bookings,booking_status,customer_complaint,satisfaction_score,calculated_lead_time,expected_total_fare,route,booking_month,booking_day,travel_month,fare_per_passenger,booking_window,loyalty_segment,is_cancelled,lead_time_bin,fare_quintile,booking_month_name,customer_type
CLR-00858,2025-04-02,2025-07-04,93,British Airways,MAA,SIN,Medium-Haul,Economy,One-Way,LOWRT,B2C_Website,GDS,2,22724.91,1876.17,49202.16,0.0,Agent Credit,0,Cancelled,No,3.0,93,49202.16,MAA → SIN,4,Wednesday,July,24601.08,Early_Bird,New,1,91-180d,Q2,Apr,New Customer
CLR-00859,2025-01-16,2025-02-01,16,Air France,CCU,BKK,Medium-Haul,Economy,One-Way,QOWRT,API_Partner,GDS,4,10418.72,1874.27,49171.96,17701.01,Agent Credit,0,Cancelled,No,3.0,16,49171.96,CCU → BKK,1,Thursday,February,12292.99,Short_Term,New,1,8-30d,Q2,Jan,New Customer
CLR-00860,2025-01-26,2025-02-06,11,Air Canada,MAA,SIN,Medium-Haul,Economy,Multi-City,BOWRT,B2B_Agent,NDC,3,9817.94,1733.65,34654.77,0.0,Debit Card,0,Ticketed,No,5.0,11,34654.770000000004,MAA → SIN,1,Sunday,February,11551.589999999998,Short_Term,New,0,8-30d,"Q1
(Lowest)",Jan,New Customer
CLR-00861,2025-12-17,2026-03-19,92,Air France,BOM,CDG,Long-Haul,Premium Economy,Round-Trip,QOWRT,B2B_Agent,GDS,5,86981.74,10960.74,489712.4,0.0,Bank Transfer,4,Refunded,No,3.0,92,489712.4,BOM → CDG,12,Wednesday,March,97942.48000000001,Early_Bird,Occasional,1,91-180d,"Q5
(Highest)",Dec,Repeat Customer
CLR-00862,2025-12-13,2026-04-04,112,British Airways,BOM,FRA,Long-Haul,Premium Economy,Round-Trip,BOWRT,B2C_Website,GDS,1,63182.28,13417.96,76600.24,0.0,Bank Transfer,20,Ticketed,No,3.0,112,76600.23999999999,BOM → FRA,12,Saturday,April,76600.24,Early_Bird,Frequent,0,91-180d,Q3,Dec,Repeat Customer
CLR-00863,2025-05-09,2025-07-10,62,KLM,MAA,DXB,Medium-Haul,Economy,One-Way,VOWRT,B2C_Website,GDS,4,23294.4,1886.3,100722.8,4188.12,Bank Transfer,9,Ticketed,No,4.0,62,100722.8,MAA → DXB,5,Friday,July,25180.7,Planned,Regular,0,31-90d,Q4,May,Repeat Customer
CLR-00864,2025-03-11,2025-04-08,28,Etihad Airways,CCU,BKK,Medium-Haul,Economy,One-Way,MOWRT,API_Partner,GDS,6,17375.26,3450.17,124952.58,5390.46,Debit Card,0,Ticketed,Refund not processed after 30 days,1.0,28,124952.58,CCU → BKK,3,Tuesday,April,20825.43,Short_Term,New,0,8-30d,Q4,Mar,New Customer
CLR-00865,2025-03-14,2025-03-26,12,Air France,DEL,AUH,Medium-Haul,Premium Economy,Round-Trip,YOWRT,API_Partner,GDS,1,29098.49,2367.18,31465.67,431.99,Agent Credit,0,Ticketed,No,4.0,12,31465.670000000002,DEL → AUH,3,Friday,March,31465.67,Short_Term,New,0,8-30d,"Q1
(Lowest)",Mar,New Customer
CLR-00866,2025-04-24,2025-07-07,74,Air Canada,BLR,FRA,Long-Haul,Economy,One-Way,VOWRT,B2B_Agent,NDC,1,45223.27,7420.97,52644.24,0.0,Credit Card,0,Cancelled,No,2.0,74,52644.24,BLR → FRA,4,Thursday,July,52644.24,Planned,New,1,31-90d,Q2,Apr,New Customer
CLR-00867,2025-07-18,2025-10-16,90,Lufthansa,MAA,KUL,Medium-Haul,Premium Economy,Multi-City,BOWRT,B2B_Agent,GDS,4,23881.66,2213.83,104381.96,0.0,Agent Credit,0,Ticketed,No,4.0,90,104381.95999999999,MAA → KUL,7,Friday,October,26095.49,Planned,New,0,31-90d,Q4,Jul,New Customer
CLR-00868,2025-03-04,2025-04-14,41,Condor,MAA,DXB,Medium-Haul,Economy,Multi-City,VOWRT,B2B_Agent,GDS,1,23399.16,4845.15,28244.31,1960.77,Credit Card,2,Ticketed,No,4.0,41,28244.309999999998,MAA → DXB,3,Tuesday,April,28244.31,Planned,Occasional,0,31-90d,"Q1
(Lowest)",Mar,Repeat Customer
CLR-00869,2025-04-27,2025-07-30,94,Air France,CCU,BKK,Medium-Haul,Economy,Round-Trip,LOWRT,API_Partner,GDS,6,15188.48,2198.69,104323.02,0.0,Credit Card,0,Cancelled,EMD for ancillary service not reflecting,1.0,94,104323.01999999999,CCU → BKK,4,Sunday,July,17387.170000000002,Early_Bird,New,1,91-180d,Q4,Apr,New Customer
CLR-00870,2025-11-25,2026-03-02,97,Emirates,DEL,JFK,Long-Haul,Premium Economy,Round-Trip,YOWRT,B2B_Agent,NDC,5,83941.64,17158.8,505502.2,6606.69,Agent Credit,0,Ticketed,No,3.0,97,505502.2,DEL → JFK,11,Tuesday,March,101100.44,Early_Bird,New,0,91-180d,"Q5
(Highest)",Nov,New Customer
CLR-00871,2025-09-28,2025-11-19,52,Emirates,BLR,FRA,Long-Haul,Economy,One-Way,LOWRT,B2C_Website,NDC,2,22690.39,3229.86,51840.5,5915.96,Credit Card,0,Ticketed,No,4.0,52,51840.5,BLR → FRA,9,Sunday,November,25920.25,Planned,New,0,31-90d,Q2,Sep,New Customer
CLR-00872,2025-07-03,2025-09-19,78,Condor,BLR,FRA,Long-Haul,Business,Round-Trip,YOWRT,B2C_Website,GDS,1,165970.64,25290.9,191261.54,7468.24,Unknown,1,Cancelled,No,4.0,78,191261.54,BLR → FRA,7,Thursday,September,191261.54,Planned,Occasional,1,31-90d,"Q5
(Highest)",Jul,Repeat Customer
CLR-00873,2025-11-06,2026-02-13,99,Emirates,BLR,FRA,Long-Haul,Economy,Multi-City,QOWRT,B2C_Website,NDC,2,33647.0,3904.13,75102.26,0.0,Bank Transfer,0,Confirmed,No,4.0,99,75102.26,BLR → FRA,11,Thursday,February,37551.13,Early_Bird,New,0,91-180d,Q3,Nov,New Customer
CLR-00874,2025-02-09,2025-04-26,76,Condor,DEL,LHR,Long-Haul,Business,One-Way,MOWRT,B2C_Website,NDC,1,159719.91,15689.82,175409.73,340.13,UPI,15,Refunded,No,3.0,76,175409.73,DEL → LHR,2,Sunday,April,175409.73,Planned,Frequent,1,31-90d,"Q5
(Highest)",Feb,Repeat Customer
CLR-00875,2025-11-07,2025-11-23,16,KLM,MAA,DXB,Medium-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,NDC,2,12912.15,2546.29,30916.88,5385.62,Credit Card,0,Ticketed,No,3.0,16,30916.879999999997,MAA → DXB,11,Friday,November,15458.44,Short_Term,New,0,8-30d,"Q1
(Lowest)",Nov,New Customer
CLR-00876,2025-07-31,2025-10-12,73,Air France,DEL,SIN,Medium-Haul,Economy,Round-Trip,VOWRT,Mobile_App,NDC,1,9029.35,1413.02,10442.37,0.0,Agent Credit,0,Ticketed,No,4.0,73,10442.37,DEL → SIN,7,Thursday,October,10442.37,Planned,New,0,31-90d,"Q1
(Lowest)",Jul,New Customer
CLR-00877,2025-01-17,2025-02-24,38,Condor,BLR,SFO,Long-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,1,49495.15,9939.79,59434.94,2309.68,Credit Card,13,Ticketed,Meal preference not available onboard,4.0,38,59434.94,BLR → SFO,1,Friday,February,59434.94,Planned,Frequent,0,31-90d,Q3,Jan,Repeat Customer
CLR-00878,2025-06-29,2025-09-16,79,British Airways,BOM,CDG,Long-Haul,Economy,Round-Trip,EOWRT,B2C_Website,NDC,1,54674.86,8149.61,62824.47,6805.89,Credit Card,0,Confirmed,No,3.0,79,62824.47,BOM → CDG,6,Sunday,September,62824.47,Planned,New,0,31-90d,Q3,Jun,New Customer
CLR-00879,2025-08-03,2025-09-30,58,American Airlines,CCU,BKK,Medium-Haul,Business,Round-Trip,BOWRT,B2C_Website,NDC,1,62992.67,7374.46,70367.13,785.09,Unknown,0,Ticketed,Coupon status shows used but passenger never flew,4.0,58,70367.13,CCU → BKK,8,Sunday,September,70367.13,Planned,New,0,31-90d,Q3,Aug,New Customer
CLR-00880,2025-01-06,2025-04-02,86,Singapore Airlines,DEL,CDG,Long-Haul,First,One-Way,HOWRT,API_Partner,GDS,3,279875.66,59397.87,1017820.59,1679.54,Credit Card,0,Ticketed,No,4.0,86,1017820.5899999999,DEL → CDG,1,Monday,April,339273.52999999997,Planned,New,0,31-90d,"Q5
(Highest)",Jan,New Customer
CLR-00881,2025-05-06,2025-06-21,46,Air France,MAA,SIN,Medium-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,GDS,4,9929.88,2024.34,47816.88,2978.62,Credit Card,0,Confirmed,No,4.0,46,47816.88,MAA → SIN,5,Tuesday,June,11954.22,Planned,New,0,31-90d,Q2,May,New Customer
CLR-00882,2025-11-16,2025-12-11,25,Condor,DEL,JFK,Long-Haul,Business,Multi-City,EOWRT,B2B_Agent,NDC,2,62548.04,9709.74,144515.56,3192.99,UPI,6,Confirmed,No,3.0,25,144515.56,DEL → JFK,11,Sunday,December,72257.78,Short_Term,Regular,0,8-30d,Q4,Nov,Repeat Customer
CLR-00883,2025-11-03,2025-12-24,51,Singapore Airlines,DEL,AUH,Medium-Haul,Premium Economy,One-Way,MOWRT,B2B_Agent,NDC,5,20461.49,3015.15,117383.2,5439.99,Credit Card,0,Cancelled,"Connection time too short, missed connecting flight",2.0,51,117383.20000000001,DEL → AUH,11,Monday,December,23476.64,Planned,New,1,31-90d,Q4,Nov,New Customer
CLR-00884,2025-02-20,2025-05-07,76,Etihad Airways,BLR,FRA,Long-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,NDC,1,22391.27,3119.04,25510.31,973.45,Credit Card,1,Ticketed,No,4.0,76,25510.31,BLR → FRA,2,Thursday,May,25510.31,Planned,Occasional,0,31-90d,"Q1
(Lowest)",Feb,Repeat Customer
CLR-00885,2025-04-28,2025-05-02,4,Singapore Airlines,DEL,LHR,Long-Haul,Economy,Multi-City,EOWRT,B2C_Website,GDS,1,27716.03,2958.61,30674.64,0.0,Bank Transfer,19,Ticketed,No,5.0,4,30674.64,DEL → LHR,4,Monday,May,30674.64,Last_Minute,Frequent,0,0-7d,"Q1
(Lowest)",Apr,Repeat Customer
CLR-00886,2025-01-26,2025-04-03,67,Emirates,BOM,FRA,Long-Haul,Business,Round-Trip,HOWRT,B2C_Website,NDC,5,152238.32,17535.63,848869.75,0.0,Credit Card,0,Confirmed,No,3.0,67,848869.75,BOM → FRA,1,Sunday,April,169773.95,Planned,New,0,31-90d,"Q5
(Highest)",Jan,New Customer
CLR-00887,2025-01-04,2025-02-12,39,Emirates,DEL,SIN,Medium-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,1,22970.67,4273.87,27244.54,4649.99,Credit Card,14,Confirmed,No,4.0,39,27244.539999999997,DEL → SIN,1,Saturday,February,27244.54,Planned,Frequent,0,31-90d,"Q1
(Lowest)",Jan,Repeat Customer
CLR-00888,2025-09-15,2025-12-25,101,British Airways,BLR,CDG,Long-Haul,Economy,Multi-City,MOWRT,API_Partner,GDS,1,44176.49,6489.33,50665.82,3221.34,Credit Card,7,Confirmed,No,3.0,101,50665.82,BLR → CDG,9,Monday,December,50665.82,Early_Bird,Regular,0,91-180d,Q2,Sep,Repeat Customer
CLR-00889,2025-07-11,2025-07-22,11,Lufthansa,BLR,SFO,Long-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,NDC,3,30789.81,5893.6,110050.23,5010.02,Agent Credit,1,Ticketed,No,4.0,11,110050.23000000001,BLR → SFO,7,Friday,July,36683.409999999996,Short_Term,Occasional,0,8-30d,Q4,Jul,Repeat Customer
CLR-00890,2025-05-06,2025-09-02,119,KLM,BOM,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,2,32351.27,6354.0,77410.54,3778.3,Debit Card,19,Refunded,No,5.0,119,77410.54000000001,BOM → LHR,5,Tuesday,September,38705.27,Early_Bird,Frequent,1,91-180d,Q3,May,Repeat Customer
CLR-00891,2025-05-26,2025-08-17,83,Air France,BOM,DXB,Medium-Haul,Premium Economy,Round-Trip,BOWRT,B2C_Website,NDC,2,25744.51,2783.26,57055.54,0.0,Credit Card,1,Ticketed,No,3.0,83,57055.53999999999,BOM → DXB,5,Monday,August,28527.77,Planned,Occasional,0,31-90d,Q2,May,Repeat Customer
CLR-00892,2025-01-20,2025-03-03,42,Air Canada,CCU,BKK,Medium-Haul,Economy,Round-Trip,MOWRT,Mobile_App,GDS,1,22795.24,3071.18,25866.42,604.36,UPI,14,No-Show,No,4.0,42,25866.420000000002,CCU → BKK,1,Monday,March,25866.42,Planned,Frequent,0,31-90d,"Q1
(Lowest)",Jan,Repeat Customer
CLR-00893,2025-04-25,2025-07-21,87,Condor,DEL,CDG,Long-Haul,First,One-Way,LOWRT,API_Partner,GDS,2,169130.85,15736.19,369734.08,3998.35,Agent Credit,0,Confirmed,No,3.0,87,369734.08,DEL → CDG,4,Friday,July,184867.04,Planned,New,0,31-90d,"Q5
(Highest)",Apr,New Customer
CLR-00894,2025-07-18,2025-09-23,67,Emirates,BLR,CDG,Long-Haul,First,Round-Trip,LOWRT,API_Partner,GDS,2,241228.52,25379.29,533215.62,0.0,Agent Credit,3,Ticketed,No,5.0,67,533215.62,BLR → CDG,7,Friday,September,266607.81,Planned,Occasional,0,31-90d,"Q5
(Highest)",Jul,Repeat Customer
CLR-00895,2025-04-07,2025-04-30,23,Etihad Airways,MAA,KUL,Medium-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,1,9322.08,1393.37,10715.45,0.0,Debit Card,0,Ticketed,No,4.0,23,10715.45,MAA → KUL,4,Monday,April,10715.45,Short_Term,New,0,8-30d,"Q1
(Lowest)",Apr,New Customer
CLR-00896,2025-10-02,2025-11-19,48,Lufthansa,DEL,JFK,Long-Haul,Business,One-Way,EOWRT,B2B_Agent,GDS,2,87499.87,12314.93,199629.6,1126.44,Credit Card,9,Confirmed,No,4.0,48,199629.59999999998,DEL → JFK,10,Thursday,November,99814.8,Planned,Regular,0,31-90d,"Q5
(Highest)",Oct,Repeat Customer
CLR-00897,2025-06-14,2025-09-22,100,Singapore Airlines,BLR,SFO,Long-Haul,Economy,One-Way,LOWRT,API_Partner,GDS,2,42731.36,3717.1,92896.92,9425.01,Bank Transfer,15,Ticketed,No,4.0,100,92896.92,BLR → SFO,6,Saturday,September,46448.46,Early_Bird,Frequent,0,91-180d,Q3,Jun,Repeat Customer
CLR-00898,2025-08-20,2025-12-06,108,Lufthansa,BLR,CDG,Long-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,1,32714.54,6851.94,39566.48,0.0,Credit Card,0,Ticketed,No,5.0,108,39566.48,BLR → CDG,8,Wednesday,December,39566.48,Early_Bird,New,0,91-180d,Q2,Aug,New Customer
CLR-00899,2025-10-23,2026-02-08,108,Air France,DEL,CDG,Long-Haul,Business,Round-Trip,MOWRT,B2B_Agent,NDC,3,64274.79,13927.13,234605.76,4103.54,Agent Credit,0,Refunded,Meal preference not available onboard,2.0,108,234605.76,DEL → CDG,10,Thursday,February,78201.92,Early_Bird,New,1,91-180d,"Q5
(Highest)",Oct,New Customer
CLR-00900,2025-09-05,2025-11-27,83,Condor,BOM,FRA,Long-Haul,Economy,Multi-City,EOWRT,B2C_Website,GDS,1,24445.56,2583.34,27028.9,3469.63,Debit Card,0,Confirmed,EMD for ancillary service not reflecting,2.0,83,27028.9,BOM → FRA,9,Friday,November,27028.9,Planned,New,0,31-90d,"Q1
(Lowest)",Sep,New Customer
CLR-00901,2025-11-03,2026-02-15,104,Lufthansa,BOM,DXB,Medium-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,GDS,3,24785.99,2066.4,80557.17,5844.69,Bank Transfer,15,Ticketed,No,3.0,104,80557.17000000001,BOM → DXB,11,Monday,February,26852.39,Early_Bird,Frequent,0,91-180d,Q3,Nov,Repeat Customer
CLR-00902,2025-12-25,2026-04-02,98,British Airways,MAA,SIN,Medium-Haul,Business,Round-Trip,YOWRT,B2C_Website,GDS,1,73370.93,10001.24,83372.17,0.0,Agent Credit,0,No-Show,No,5.0,98,83372.17,MAA → SIN,12,Thursday,April,83372.17,Early_Bird,New,0,91-180d,Q3,Dec,New Customer
CLR-00903,2025-12-11,2026-02-22,73,Etihad Airways,DEL,SIN,Medium-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,4,21134.46,2381.29,94063.0,0.0,Unknown,19,Cancelled,No,4.0,73,94063.0,DEL → SIN,12,Thursday,February,23515.75,Planned,Frequent,1,31-90d,Q3,Dec,Repeat Customer
CLR-00904,2025-10-30,2026-01-07,69,KLM,DEL,JFK,Long-Haul,Premium Economy,Round-Trip,YOWRT,B2B_Agent,NDC,2,39284.11,5116.01,88800.24,4748.21,Agent Credit,0,Ticketed,No,4.0,69,88800.24,DEL → JFK,10,Thursday,January,44400.12,Planned,New,0,31-90d,Q3,Oct,New Customer
CLR-00905,2025-05-20,2025-06-19,30,British Airways,DEL,SIN,Medium-Haul,Premium Economy,Round-Trip,VOWRT,B2B_Agent,GDS,2,28656.8,4454.09,66221.78,4857.38,Agent Credit,4,Refunded,No,3.0,30,66221.78,DEL → SIN,5,Tuesday,June,33110.89,Short_Term,Occasional,1,8-30d,Q3,May,Repeat Customer
CLR-00906,2025-01-27,2025-02-10,14,Air Canada,CCU,BKK,Medium-Haul,Business,One-Way,VOWRT,B2C_Website,GDS,3,47549.77,5133.47,158049.72,13384.46,Credit Card,0,Cancelled,Fare difference charged incorrectly during rebooking,1.0,14,158049.72,CCU → BKK,1,Monday,February,52683.24,Short_Term,New,1,8-30d,Q4,Jan,New Customer
CLR-00907,2025-09-23,2025-12-14,82,Emirates,MAA,SIN,Medium-Haul,Economy,Multi-City,LOWRT,B2B_Agent,NDC,2,22159.7,4386.35,53092.1,3756.8,Credit Card,0,Ticketed,No,4.0,82,53092.100000000006,MAA → SIN,9,Tuesday,December,26546.05,Planned,New,0,31-90d,Q2,Sep,New Customer
CLR-00908,2025-02-15,2025-02-25,10,British Airways,DEL,YYZ,Long-Haul,Economy,Round-Trip,MOWRT,Mobile_App,GDS,4,49710.88,5170.36,219524.96,12686.02,Credit Card,6,Ticketed,No,3.0,10,219524.96,DEL → YYZ,2,Saturday,February,54881.24,Short_Term,Regular,0,8-30d,"Q5
(Highest)",Feb,Repeat Customer
CLR-00909,2025-05-16,2025-06-21,36,Condor,BOM,LHR,Long-Haul,Economy,One-Way,QOWRT,B2C_Website,GDS,1,51259.64,4683.66,55943.3,0.0,Credit Card,0,Confirmed,No,4.0,36,55943.3,BOM → LHR,5,Friday,June,55943.3,Planned,New,0,31-90d,Q2,May,New Customer
CLR-00910,2025-04-25,2025-06-23,59,Condor,BLR,CDG,Long-Haul,Economy,Round-Trip,YOWRT,B2C_Website,NDC,3,26947.22,3577.01,91572.69,5258.08,Agent Credit,12,Confirmed,No,4.0,59,91572.69,BLR → CDG,4,Friday,June,30524.23,Planned,Frequent,0,31-90d,Q3,Apr,Repeat Customer
CLR-00911,2025-02-10,2025-05-11,90,Emirates,DEL,SIN,Medium-Haul,Business,One-Way,MOWRT,API_Partner,NDC,1,77210.61,9116.78,86327.39,5233.92,Credit Card,0,Ticketed,No,4.0,90,86327.39,DEL → SIN,2,Monday,May,86327.39,Planned,New,0,31-90d,Q3,Feb,New Customer
CLR-00912,2025-03-07,2025-04-06,30,Air France,DEL,YYZ,Long-Haul,Economy,Round-Trip,LOWRT,API_Partner,GDS,2,39490.49,3874.36,86729.7,2133.9,Debit Card,20,Ticketed,No,3.0,30,86729.7,DEL → YYZ,3,Friday,April,43364.85,Short_Term,Frequent,0,8-30d,Q3,Mar,Repeat Customer
CLR-00913,2025-10-16,2026-01-04,80,Air France,BLR,FRA,Long-Haul,Economy,Multi-City,MOWRT,B2B_Agent,GDS,2,24216.83,4963.38,58360.42,5551.36,Bank Transfer,0,Ticketed,No,5.0,80,58360.420000000006,BLR → FRA,10,Thursday,January,29180.21,Planned,New,0,31-90d,Q2,Oct,New Customer
CLR-00914,2025-10-11,2026-01-14,95,Lufthansa,MAA,DXB,Medium-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,1,8210.07,796.36,9006.43,1025.19,Credit Card,17,Ticketed,No,3.0,95,9006.43,MAA → DXB,10,Saturday,January,9006.43,Early_Bird,Frequent,0,91-180d,"Q1
(Lowest)",Oct,Repeat Customer
CLR-00915,2025-03-21,2025-04-07,17,Air France,CCU,BKK,Medium-Haul,Economy,One-Way,QOWRT,API_Partner,NDC,5,23809.09,2394.03,131015.6,0.0,Credit Card,10,Confirmed,No,4.0,17,131015.59999999999,CCU → BKK,3,Friday,April,26203.120000000003,Short_Term,Regular,0,8-30d,Q4,Mar,Repeat Customer
CLR-00916,2025-09-11,2025-10-23,42,British Airways,BLR,FRA,Long-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,1,28712.39,5280.77,33993.16,0.0,Credit Card,0,Confirmed,No,3.0,42,33993.16,BLR → FRA,9,Thursday,October,33993.16,Planned,New,0,31-90d,"Q1
(Lowest)",Sep,New Customer
CLR-00917,2025-08-08,2025-10-25,78,Singapore Airlines,DEL,CDG,Long-Haul,Business,One-Way,YOWRT,B2C_Website,GDS,4,146558.68,29315.09,703495.08,10339.48,Agent Credit,0,Refunded,"Flight delayed by 3 hours, requesting compensation",2.0,78,703495.08,DEL → CDG,8,Friday,October,175873.77,Planned,New,1,31-90d,"Q5
(Highest)",Aug,New Customer
CLR-00918,2025-09-03,2025-09-23,20,Air France,MAA,KUL,Medium-Haul,Economy,Round-Trip,HOWRT,API_Partner,NDC,3,11834.15,1066.92,38703.21,1473.24,Bank Transfer,16,Confirmed,No,3.0,20,38703.21,MAA → KUL,9,Wednesday,September,12901.07,Short_Term,Frequent,0,8-30d,Q2,Sep,Repeat Customer
CLR-00919,2025-02-14,2025-05-22,97,Etihad Airways,BLR,SFO,Long-Haul,First,Round-Trip,VOWRT,B2B_Agent,NDC,3,238172.44,36247.25,823259.07,1064.95,Unknown,0,Confirmed,No,3.0,97,823259.0700000001,BLR → SFO,2,Friday,May,274419.69,Early_Bird,New,0,91-180d,"Q5
(Highest)",Feb,New Customer
CLR-00920,2025-08-09,2025-08-13,4,British Airways,BOM,FRA,Long-Haul,Economy,Multi-City,YOWRT,B2B_Agent,NDC,4,43474.38,6341.22,199262.4,3457.3,UPI,0,Cancelled,Visa rejected but non-refundable ticket purchased,1.0,4,199262.4,BOM → FRA,8,Saturday,August,49815.6,Last_Minute,New,1,0-7d,"Q5
(Highest)",Aug,New Customer
CLR-00921,2025-06-27,2025-07-08,11,American Airlines,BOM,LHR,Long-Haul,Economy,Round-Trip,HOWRT,Mobile_App,NDC,2,36632.24,4696.39,82657.26,12419.88,UPI,0,Ticketed,No,5.0,11,82657.26,BOM → LHR,6,Friday,July,41328.63,Short_Term,New,0,8-30d,Q3,Jun,New Customer
CLR-00922,2025-07-23,2025-07-30,7,Emirates,MAA,DXB,Medium-Haul,Economy,Multi-City,LOWRT,B2B_Agent,GDS,3,13421.86,1659.56,45244.26,0.0,Credit Card,0,Ticketed,No,4.0,7,45244.26,MAA → DXB,7,Wednesday,July,15081.42,Last_Minute,New,0,0-7d,Q2,Jul,New Customer
CLR-00923,2025-03-24,2025-07-01,99,Condor,BOM,DXB,Medium-Haul,Economy,Round-Trip,YOWRT,Mobile_App,GDS,4,19221.22,2975.16,88785.52,0.0,Credit Card,0,Ticketed,No,5.0,99,88785.52,BOM → DXB,3,Monday,July,22196.38,Early_Bird,New,0,91-180d,Q3,Mar,New Customer
CLR-00924,2025-08-02,2025-08-19,17,Air France,COK,DOH,Medium-Haul,Business,Round-Trip,YOWRT,B2C_Website,GDS,1,73344.18,14497.24,87841.42,1899.0,UPI,0,Ticketed,No,3.0,17,87841.42,COK → DOH,8,Saturday,August,87841.42,Short_Term,New,0,8-30d,Q3,Aug,New Customer
CLR-00925,2025-12-21,2026-03-12,81,Condor,MAA,KUL,Medium-Haul,Economy,One-Way,VOWRT,B2B_Agent,GDS,1,9636.22,1495.5,11131.72,4192.52,Credit Card,0,Cancelled,Refund not processed after 30 days,1.0,81,11131.72,MAA → KUL,12,Sunday,March,11131.72,Planned,New,1,31-90d,"Q1
(Lowest)",Dec,New Customer
CLR-00926,2025-12-11,2026-01-01,21,Air France,BLR,FRA,Long-Haul,Economy,One-Way,LOWRT,B2C_Website,GDS,2,31189.61,3711.32,69801.86,8584.87,Agent Credit,0,Cancelled,No,5.0,21,69801.86,BLR → FRA,12,Thursday,January,34900.93,Short_Term,New,1,8-30d,Q3,Dec,New Customer
CLR-00927,2025-05-29,2025-07-18,50,Singapore Airlines,MAA,SIN,Medium-Haul,Economy,Round-Trip,MOWRT,API_Partner,GDS,3,24962.64,2459.27,82265.73,5098.51,Credit Card,0,Confirmed,No,2.0,50,82265.73,MAA → SIN,5,Thursday,July,27421.91,Planned,New,0,31-90d,Q3,May,New Customer
CLR-00928,2025-07-11,2025-09-12,63,Emirates,DEL,SIN,Medium-Haul,Economy,One-Way,YOWRT,Mobile_App,GDS,4,14687.3,1260.38,63790.72,7387.06,Agent Credit,0,Ticketed,No,5.0,63,63790.72,DEL → SIN,7,Friday,September,15947.68,Planned,New,0,31-90d,Q3,Jul,New Customer
CLR-00929,2025-01-06,2025-04-27,111,Singapore Airlines,COK,DOH,Medium-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,NDC,1,10433.76,1032.27,11466.03,838.97,Bank Transfer,4,Ticketed,No,5.0,111,11466.03,COK → DOH,1,Monday,April,11466.03,Early_Bird,Occasional,0,91-180d,"Q1
(Lowest)",Jan,Repeat Customer
CLR-00930,2025-01-22,2025-01-29,7,British Airways,BOM,CDG,Long-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,GDS,3,52548.23,9070.98,184857.63,3933.96,Agent Credit,10,Ticketed,No,4.0,7,184857.63,BOM → CDG,1,Wednesday,January,61619.21,Last_Minute,Regular,0,0-7d,"Q5
(Highest)",Jan,Repeat Customer
CLR-00931,2025-10-13,2025-10-16,3,KLM,DEL,SIN,Medium-Haul,Premium Economy,Round-Trip,LOWRT,B2C_Website,NDC,1,37719.93,5120.07,42840.0,1642.25,Credit Card,0,Confirmed,No,2.0,3,42840.0,DEL → SIN,10,Monday,October,42840.0,Last_Minute,New,0,0-7d,Q2,Oct,New Customer
CLR-00932,2025-02-22,2025-06-06,104,Etihad Airways,DEL,YYZ,Long-Haul,Economy,Round-Trip,EOWRT,B2C_Website,GDS,4,45940.58,9475.32,221663.6,5160.35,Credit Card,0,Ticketed,Visa rejected but non-refundable ticket purchased,4.0,104,221663.6,DEL → YYZ,2,Saturday,June,55415.9,Early_Bird,New,0,91-180d,"Q5
(Highest)",Feb,New Customer
CLR-00933,2025-02-16,2025-04-12,55,KLM,MAA,DXB,Medium-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,GDS,1,12346.22,1117.43,13463.65,545.37,Credit Card,11,Ticketed,No,5.0,55,13463.65,MAA → DXB,2,Sunday,April,13463.65,Planned,Frequent,0,31-90d,"Q1
(Lowest)",Feb,Repeat Customer
CLR-00934,2025-01-28,2025-03-10,41,KLM,BOM,FRA,Long-Haul,Economy,Multi-City,MOWRT,API_Partner,GDS,2,33858.8,6233.51,80184.62,2695.22,Debit Card,20,Ticketed,No,4.0,41,80184.62000000001,BOM → FRA,1,Tuesday,March,40092.31,Planned,Frequent,0,31-90d,Q3,Jan,Repeat Customer
